airportName,cityName,iso2DigitNationCode,IataCode
마누엘 마르케스 데 레온 국제 공항,라파스,MX,LAP
마누엘 프라도 우가르테체 공항,마자마리,PE,MZA
만주리 시자오 공항,만저우리,CN,NZH
마오타 공항,마오타,AS,MXS
메이플 베이 수상 비행기 기지,메이플 베이,CA,YAQ
마프리크 헤이필드 공항,마프릭 헤이필드,PG,n/a
마푸토 국제 공항,마푸토,MZ,MPM
마라노스 공항,마라 노스,KE,HKR
마라 세레나 공항,마사이 마라,KE,MRE
마라디 공항,마라디,NE,MFQ
마라케이 공항,마라케이,KI,MZK
마라투아섬 공항,마라투아 섬,ID,n/a
마라우 공항,마라우,SB,RUS
마르딘 공항,마르딘,TR,MQM
마레 공항,바다,NC,MEE
마레찰 쿠냐 마차도 국제공항,사오 루이스,BR,SLZ
마레샬 론돈 국제공항,쿠이아바,BR,CGB
마레바 비행장,마리바,AU,MRG
마가렛 에크포 국제공항,칼라바르,NG,CBQ
마게이트 공항,마게이트,ZA,MGH
마리아 돌로레스 공항,로스앤젤레스,CL,LSQ
마리아 몬테스 국제 공항,바라호나,DO,BRX
마리아 라이헤 노이만 공항,나스카,PE,n/a
마리아나 그라할레스 공항,관타나모,CU,GAO
마리보르 에드바르드 루잔 공항,마리보르,SI,MBX
마리에함 공항,마리에함,FI,MHQ
마리나 디 캄포 공항,엘바,IT,EBA
마린다 공항,와이사이,ID,RJM
마린두케 공항,마린두케 섬,PH,MRQ
해병대 비행장 이와쿠니,이와쿠니,JP,IWK
마리오 데 알메이다 프랑코 공항,우베라바,BR,UBA
마리오 페레이라 로페스 공항,상 카를로스,BR,QSC
매리언 공항,메리언,US,MNN
마리스칼 라마르 국제공항,쿠엥카,EC,CUE
마리스칼 수크레 공항,마라카이,VE,MYC
마리스칼 수크레 국제 공항,키토,EC,UIO
마리우폴 국제 공항,마리우폴,UA,MPW
마르코보 공항,마르코보,RU,KVM
마르물 공항,마멀,OM,OMM
마로안세트라 공항,마로안체트라,MG,WMN
마라케시 메나라 공항,마라케시,MA,RAK
마르사 알람 국제 공항,마르사 알람,EG,RMF
마르사 마트루 국제공항,메르사 마트루흐,EG,MUH
마르세유 프로방스 공항,마르세유,FR,MRS
마시 하버 공항,마시 하버,BS,MHH
마샬 돈 헌터 시니어 공항,마샬,US,MLL
마셜 제도 국제공항,마주로,MH,MAJ
마사스 빈야드 공항,마사스 빈야드,US,MVY
마르틴 미겔 데 구에메스 국제 공항,살타,AR,SLA
마틴 스테이트 공항,볼티모어,US,MTN
마르티니크 에메 세자르 국제 공항,포르 드 프랑스,MQ,FDF
마루디 공항,마루디,MY,MUR
메리 국제 공항,메리,TM,MYP
메리스 하버 공항,메리스 하버,CA,YMH
마슈하드 국제공항,마슈하드,IR,MHD
메이슨 시티 공항,메이슨 시티,US,MCW
마사와 국제 공항,마사와,ER,MSW
마세나 국제공항,마세나,US,MSS
마세트 공항,마셋,CA,ZMT
마타디 침피 공항,마타디,#N/A,MAT
마타호라 공항,왕기왕기 섬,ID,WNI
마타이바 공항,마타이바,PF,MVT
마탁 공항,마탁,ID,MWK
마타리 공항,이시로,#N/A,IRP
마타베리 국제공항,이스터 섬,CL,IPC
마테카냐 국제공항,페레이라,CO,PEI
마테이 공항,타베우니,FJ,TVU
마티 공항,마티,PH,MXI
매츠파 공항,만지니,SZ,MTS
마쓰베이간 공항,마츠,TW,MFK
마쓰 난간 공항,마츠,TW,LZN
마츠모토 공항,마츠모토,JP,MMJ
마쓰야마 공항,마츠야마,JP,MYJ
마탈라 라자팍사 국제공항,함반토타,LK,HRI
매튜 스페인 공항,벨리즈 시티,BZ,SQS
마우하우 공항,와인가푸,ID,WGP
마우케 공항,마우케 섬,CK,MUK
마운 공항,마운,BW,MUB
마우피티 공항,마우피티,PF,MAU
모리스 비숍 국제 공항,그레나다,GD,GND
마웰라 라군 수상비행기 기지,딕웰라,LK,DIW
마울라먀잉 공항,몰라미인,MM,MNU
마야 마야 공항,브라자빌,#N/A,BZV
마야과나 공항,마야과나,BS,MYG
마이마나 공항,마이마나,AF,MMZ
메이네 아일랜드 수상비행장,메인 섬,CA,YAV
메이요 공항,마요네즈,CA,YMA
시장 부에나벤투라 비바스 공항,산토도밍고,VE,STD
메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,카하마르카,PE,CJA
마자마리 공항,마자마리,PE,n/a
마자르에 샤리프 국제공항,마자르이샤리프,AF,MZR
음발라 공항,음발라,ZM,MMQ
음반다카 공항,음반다카,#N/A,MDK
음반자 콩고 공항,음반자-콩고,AO,SSY
음베야 공항,음베야,TZ,MBI
음베야 송웨 공항,음베야,TZ,n/a
MBS 국제공항,사기노,US,MBS
음부지 마이 공항,음부지마이,#N/A,MJM
매캘런 밀러 국제 공항,맥앨런,US,MFE
맥아더 리버 마인 공항,맥아더 강,AU,MCV
맥코드 필드,타코마,US,TCM
매클렐런 팔로마 공항,칼스배드,US,CLD
맥쿡 벤 넬슨 공항,맥쿡,US,MCK
맥기 타이슨 공항,녹스빌,US,TYS
맥그래스 공항,맥그래스,US,MCG
맥과이어 공군기지,라이트스타운,US,WRI
맥켈러 사이프스 공항,잭슨,US,MKL
매키니 국립공항,댈러스,US,n/a
맥네리 필드,살렘,US,SLE
메도우즈 필드 공항,베이커즈필드,US,BFL
메체리아 공항,메케리아,DZ,MZW
메단 폴로니아 공항,메단,ID,MES
메디신햇 공항,메디신햇,CA,YXH
메디나 공항,메디나,CO,MND
미카타라 공항,미카사라,AU,MKR
미루트 비헴 라오 암베드카르 공항,메루트,IO,n/a
메가울리 공항,메가울리,NP,MEY
메함 공항,메함,NO,MEH
메흐라바드 국제 공항,테헤란,IR,THR
메이셴 공항,메이시안,CN,MXZ
메짓 공항,메짓 섬,MH,MJB
메코류크 공항,메코류크,US,MYU
멜랑구아니 공항,멜롱구아네,ID,MNA
멜버른 공항,멜버른,AU,MEL
멜버른 올랜도 국제 공항,멜버른,US,MLB
멜리야 공항,멜릴라,ES,MLN
멜로 세로 라르고 국제공항,멜로,UY,MLZ
메만베쓰 공항,메만베츠,JP,MMB
메밍겐 공항,멤밍겐,DE,FMM
메모리얼필드 공항,온천,US,HOT
멤피스 국제 공항,멤피스,US,MEM
멘디 공항,멘디,PG,MDU
메농그 공항,메농그,AO,SPP
메노르카 공항,메노르카,ES,MAH
머세드 지역공항,머세드,US,MCE
메르세디타 공항,폰세,PR,PSE
메리디언 지역공항,자오선,US,MEI
메림불라 공항,메림불라,AU,MIM
멀 K. 스미스 공항,코르도바,US,CDV
메로웨 공항,메로웨,SS,MWE
메스티아 퀸 타마르 공항,메스티아,GE,n/a
메틀라카틀라 수상비행기 기지,메틀라카틀라,US,MTM
메스 낭시 로렌 공항,메츠/낸시,FR,ETZ
멕시코 시티 국제 공항,멕시코시티,MX,MEX
마이어스 척 수상 비행기 기지,마이어스 척,US,WMK
음푸웨 공항,음푸웨,ZM,MFU
마이애미 국제 공항,마이애미,US,MIA
마이애미 오파 로카 이그제큐티브 공항,마이애미,US,OPF
마이애미 수상비행기 기지,마이애미,US,MPB
미앙가스 공항,미앙가스,ID,n/a
�x양 난자오 공항,면양,CN,MIG
미셸 풀리오 가스페 공항,가스페,CA,YGP
미드델타 공항,그린빌,US,GLH
미드 오하이오 밸리 공항,파커스버그,US,PKB
미드아메리카 세인트루이스 공항,벨빌,US,BLV
미들조지아 공항,메이컨,US,MCN
미들마운트 공항,미들마운트,AU,MMM
미들랜드 국제 항공 우주 항구,중부 방언,US,MAF
미드웨이 국제 공항,시카고,US,MDW
미갈로보 공군기지,트베리,RU,KLD
미하일 코갈니체아누 국제공항,콘스탄타,RO,CND
미호 요나고 공항,요나고,JP,YGJ
밀라노 말펜사 공항,밀라노,IT,MXP
밀라스 보드룸 공항,보드룸,TR,BJV
밀두라 공항,밀두라,AU,MQL
마일즈 공항,마일즈,AU,WLE
마일스 시티 공항,마일스 시티,US,MLS
밀리 공항,밀리 환초,MH,MIJ
밀링김비 공항,밀링김비 섬,AU,MGT
밀로스 아일랜드 내셔널 공항,밀로스,GR,MLO
밀워키 미첼 국제 공항,밀워키,US,MKE
미나미다이토 공항,미나미다이토,JP,MMD
미낭카바우 국제공항,파당,ID,PDG
미나티틀란/코아차코알코스 국제공항,미나티틀란,MX,MTT
미네랄니에 보디 공항,미네랄니예 보디,RU,MRV
미니스트로 피스타리니 국제공항,부에노스 아이레스,AR,EZE
민나 공항,민나,NG,MXJ
미니애폴리스 세인트폴 국제공항,미니애폴리스,US,MSP
미놋 국제 공항,미노트,US,MOT
민스크 국립 공항,민스크,BY,MSQ
민토 알 라이트 공항,민토,US,MNT
미리 공항,미리,MY,MYY
미리티 파라나 공항,미리티-파라나,CO,MIX
미르니 공항,미르니,RU,MJZ
미사와공항,미사와,JP,MSJ
미시마 아일랜드 공항,미시마 섬,PG,MIS
미스라타 공항,미스라타,LY,MRA
미줄라 국제 공항,미줄라,US,MSO
미첼 공항,미첼,US,MHE
미티아로 공항,미티아로 섬,CK,MOI
미티가 국제 공항,트리폴리,LY,MJI
미야케지마 공항,미야케지마,JP,MYE
미야코 공항,미야코지마,JP,MMY
미야자키 공항,미야자키,JP,KMI
음쿠제 공항,음쿠제,ZA,MZQ
묀헨글라트바흐 공항,묀헨글라트바흐,DE,MGL
뮌스터 오스나브뤼크 공항,뮌헨,DE,FMO
모알라 공항,모아라 섬,FJ,MFJ
모안다 공항,모안다,GA,MFF
모빌 다운타운 공항,이동하는,US,BFM
모빌 공항,이동하는,US,MOB
모킴보아드프라이아 공항,모크임보아 다 프라이아,MZ,MZB
모코풀리 공항,카스트로,CL,MHC
모데스토 시티 카운티 공항,모데스토,US,MOD
모엔조다로 공항,모헨조 다로,PK,MJD
모길레프 공항,모길레프,BY,MVQ
모하메드 부디아프 국제 공항,콘스탄틴,DZ,CZL
모하메드 V 국제공항,카사블랑카,MA,CMN
모헤 굴리안 공항,모허,CN,OHE
모헬리 반다르에스에스에스슬람 공항,모헬리,KM,NWA
모이 국제 공항,몸바사,KE,MBA
모이나라 공항,모이라나,NO,MQN
모이세스 R. 에스피노사 공항,마스바테,PH,MBT
모하비 항공 우주 항구,모하비,US,MHV
몰데 공항,몰데,NO,MOL
몰로카이 공항,후올레후아,US,MKK
모마 공항,코누,RU,MQJ
모모테 공항,마누스 섬,PG,MAS
모나스티르 하비브 부르기바 국제공항,모나스티르,TN,MIR
몬베쓰 공항,몬베츠,JP,MBE
몽삿 공항,몽삿,MM,MOG
몬구 공항,몽구,ZM,MNR
몽키 베이 공항,몽키 베이,MW,MYZ
모노 공항,모노 아일랜드,SB,MNY
먼로 카운티 공항,블루밍턴,US,BMG
먼로 공항,먼로,US,MLU
몬세뇨르 오스카르 아르눌포 로메로 국제공항,산살바도르,SV,SAL
몽졸리 공항,몽졸리,CA,YYY
몽트랑블랑 국제공항,몽트 트렘블랑,CA,YTM
몬태규 하버 수상 비행장,갈리아노 섬,CA,YMF
몬턱 공항,몬톡,US,MTP
몬테카를로 헬리포트,퐁비에유,MC,MCM
몬테아구도 공항,몬테아구도,BO,MHW
몬테리바노 공항,몬텔이바노,CO,MTB
몬터레이 공항,몬터레이,US,MRY
몬테스 클라로스/마리오 리베이루 공항,몬테스 클라로스,BR,MOC
몬테비데오 멜리야 공항,몬테비데오,UY,n/a
몽고메리 지역공항,몽고메리,US,MGM
몬티첼로 공항,몬티첼로,US,MXO
몬티조 공군기지,리스본,PT,n/a
몽펠리에 메디테라네 공항,몽펠리에,FR,MPL
몬트리올 미라벨 국제공항,몬트리올,CA,YMX
몬트리올 트뤼도 국제공항,몬트리올,CA,YUL
몬트리올/생 위베르 공항,몬트리올,CA,YHU
몬트로즈 공항,몬트로즈,US,MTJ
모니와 공항,모니와,MM,NYW
뭄바 공항,뭄바,AU,MOO
무라빈 공항,멜버른,AU,MBW
무어 카운티 공항,남부 소나무,US,SOP
무레아 공항,무레아,PF,MOZ
무소니 공항,무소니,CA,YMO
모파 공항,메라우케,ID,MKQ
몹티 공항,몹티,ML,MZI
모라 실리안 공항,모라,SE,MXX
모라다바드 문다 판데 공항,문다 판데,IO,MZS
모라페노베 공항,모라페노베,MG,TVA
모란바 공항,모란바,AU,MOV
모라바 공항,크랄예보,RS,KVO
모리 공항,모리,AU,MRZ
모건타운 뮤니시펄 공항,모건타운,US,MGW
모를레,모를레,FR,MXN
모닝턴 아일랜드 공항,모닝턴 섬,AU,ONG
모로 공항,모로,PG,MXH
모롬베 공항,모롬베,MG,MXM
모론다바 공항,모론다바,MG,MOQ
모리스타운 공항,모리스타운,US,MMU
모리스빌 스토 스테이트 공항,스토우,US,MVL
모로 데 상파울루 공항,모로 데 상파울루,BR,MXQ
모루야 공항,모루야,AU,MYA
모저 베이 수상비행기 기지,모저 베이,US,KMY
모시 공항,모시,TZ,n/a
모슈슈 국제공항,마세루,LS,MSU
모쇼엔 공항,모쇼엔,NO,MJF
모스 공항,리게,NO,RYG
모스타르 공항,모스타르,BA,OMO
모술 국제공항,모술,IQ,OSM
모타 라바 공항,모타 용암,VU,MTV
물레이 알리 체리프 공항,에라키디아,MA,ERH
마운두 공항,문두,TD,MQQ
마운트 갬비어 공항,마운트 갬비어,AU,MGB
마운트 고든 공항,마운트 고든 광산,AU,GPD
마운트 하겐 공항,마운트 하겐,PG,HGU
마운트 호담 공항,호담 산,AU,MHU
마운트 이사 공항,마운트 아이자,AU,ISA
마운트 키스 공항,마운트 키스,AU,WME
마운트 마그넷 공항,마운트 자석,AU,MMG
마운틴 홈 공군 기지,마운틴 홈,US,MUO
마운틴 빌리지 공항,알래스카,US,MOU
모요 공항,모요 타운,UG,OYG
모제스 킬랑긴 공항,템바가푸라,ID,TIM
음판다 공항,판다,TZ,NPY
뫼뢴 공항,바보,MN,MXV
음타타 공항,움타타,ZA,UTT
음트와라 공항,음트와라,TZ,MYW
무안 국제공항,무안,#N/A,MWX
무안다 공항,모안다,#N/A,MNB
무아라 분고 공항,분고 리젠시,ID,BUU
무하마드 시딕 공항,무아라,ID,HMS
무단장 공항,무단장,CN,MDG
머지 공항,머지,AU,DGE
무카 공항,무카,MY,MKM
무카이즈나 공항,무카이즈나,OM,UKH
무코무코 공항,무코무코,ID,MPC
물라투포 공항,물라투포,PA,MPP
물리카 로지 에어포트,메루 국립공원,KE,JJM
물탄 국제 공항,물탄,PK,MUX
물루 공항,물루,MY,MZV
뭄바이 주후 공항,뭄바이,IO,n/a
문다 공항,문다,SB,MUA
문도 마야 국제 공항,플로레스,GT,FRS
문드라 아다니 공항,문드라,IO,n/a
뮌헨 공항,뮌헨,DE,MUC
무르시아 산 하비에르 공항,무르시아,ES,MJV
무르만스크 공항,무르만스크,RU,MMK
머레이 아일랜드 공항,머레이 섬,AU,MYI
무르탈라 모하메드 국제공항,라고스,NG,LOS
무루로아 공항,모루로아,PF,UOA
무슈 공항,뮤스,TR,MSR
무스카트 국제 공항,무스카트 포도,OM,MCT
무시아라 공항,무시아라,KE,MDR
머스키건 카운티 공항,머스키곤,US,MKG
무스코카 공항,무스코카,CA,YQA
머스크랫 댐 공항,머스크랫 댐,CA,MSA
무소마 공항,무소마,TZ,MUZ
무타레 그랜드 리프 공항,무타레,ZW,n/a
무티아라 공항,팔루,ID,PLW
무자파라바드 공항,무자파라바드,PK,n/a
무자파르푸르 공항,무자파르푸르,IO,MZU
음부우 캠프 공항,엠부캠프,MW,VUU
므완자 공항,므완자,TZ,MWZ
미익 공항,미에이크,MM,MGZ
미트키나 공항,미치나,MM,MYT
미콜라이우 국제 공항,미콜라이우,UA,NLV
미코노스 아일랜드 국립 공항,미코노스,GR,JMK
머틀 비치 국제 공항,머틀 비치,US,MYR
미스 카메니 공항,미스-카메니,RU,YMK
마이소르 공항,마이소르,IO,MYQ
미틸레네 국제 공항,미틸레네,GR,MJT
음주주 공항,음주주,MW,ZZU
나센 공항,손라,#N/A,SQH
나비레 공항,나비레,ID,NBX
나칼라 공항,나칼라,MZ,MNC
난디 국제 공항,나디,FJ,NAN
나도르 국제 공항,나도르,MA,NDR
나딤 공항,나딤,RU,NYM
해군항공시설 엘 센트로,엘 센트로,US,NJK
나가 공항,나가,PH,WNP
나가사키 공항,나가사키,JP,NGS
나고야 비행장,나고야,JP,NKM
나하 공항,타후나,ID,NAH
나하 공항,오키나와,JP,OKA
나인 공항,나인,CA,YDP
나즈란 국내선 공항,나즈란,SA,EAM
나카시베쓰 공항,나카시베츠,JP,SHB
나흐치반 국제공항,나흐치반,AZ,NAJ
나콘파놈 공항,나콘파놈,TH,KOP
나콘랏차시마 공항,나콘랏차시마,TH,NAK
나콘시탐마랏 공항,나콘시탐마랏,TH,NST
나키나 공항,녹암,CA,YQN
나쿠루 공항,나쿠루,KE,NUU
날 공항,비카네르,IO,BKB
날치크 공항,날치크,RU,NAL
나망간 공항,나망간,UZ,NMA
웰위치아 미라빌리스 공항,나미브,AO,MSZ
남리 공항,남레아,ID,NAM
나모릭 공항,남드릭 환초,MH,NDK
남풀라 공항,남풀라,MZ,APL
남롤 공항,남롤부루,ID,NRE
남소스 공항,남소스,NO,OSY
난나콘 공항,난,TH,NNT
나나이모 공항,나나이모,CA,YCD
나나이모 하버 워터 공항,나나이모,CA,ZNA
난창 창베이 국제공항,난창,CN,KHN
난충 가오핑 공항,난충,CN,NAO
나니시비크 공항,나니시빅,CA,YSR
난징 루커우 국제공항,난징,CN,NKG
난키 시라하마 공항,시라하마,JP,SHM
난닝 우수 국제공항,난닝,CN,NNG
나노르탈릭 공항,나노르탈릭,GL,JNN
난상공항,난상,MM,NMS
낭트 아틀란티크 공항,낭트,FR,NTE
난퉁 싱둥 공항,난퉁,CN,NTG
낸터컷 메모리얼 공항,낸터킷,US,ACK
난왈렉 공항,난왈렉,US,KEB
난양 장잉 공항,난양,CN,NNY
난유키 공항,나뉴키,KE,NYK
나파 카운티 공항,나파,US,APC
나파키악 공항,나파키악,US,WNA
나파스키악 공항,나파스키악,US,PKA
나폴리 국제 공항,나폴리,IT,NAP
나폴리 공항,나폴리,US,APF
나푸카 공항,나푸카,PF,NAU
나라쿠르테 공항,나라쿠르테,AU,NAC
나라티왓 공항,나라티왓,TH,NAW
나리마노보 공항,아스트라한,RU,ASF
나리타 국제공항,도쿄,JP,NRT
나라브리 공항,나라브리,AU,NAA
나란데라 공항,나란데라,AU,NRA
나르사수아크 공항,나르사르수아크,GL,UAK
나르비크 공항 프람네스,나르비크,NO,NVK
나리안 마르 공항,나리안-마르,RU,NNM
나린 공항,나린,KG,n/a
해군항공기지 펜사콜라,펜사콜라,US,NPA
내슈빌 국제 공항,내슈빌,US,BNA
존 C. 튠 공항,내슈빌,US,n/a
나시리야 공항,나시리야,IQ,XNH
나타슈콴 공항,나타쉬콴,CA,YNA
나체즈 애덤스 카운티 공항,나체즈,US,HEZ
나통 공항,Xam Neua,#N/A,NEU
나투아시시 공항,나투아시시,CA,YNP
나우카티 베이 수상비행기 기지,나우카티 만,US,NKI
나우루 국제 공항,나우루섬,NR,INU
나우소리 국제공항,수바,FJ,SUV
해군 비행장 시고넬라,카타니아,IT,NSY
나베간테스 미니스트로 빅토르 콘데르 국제공항,나베간테스,BR,NVT
나보이 국제공항,나보이,UZ,NVI
나와브샤 공항,나와브샤,PK,WNS
낙소스 아일랜드 공항,낙소스,GR,JNX
네피도 공항,네피도,MM,NYT
은덴데 공항,은덴데,GA,KDN
은자메나 국제공항,은자메나,TD,NDJ
은질리 공항,킨샤사,#N/A,FIH
은돌로 공항,킨샤사,#N/A,NLO
네아 안키알로스 공항,볼로스,GR,VOL
네코체아 공항,네코케아,AR,NEC
네그릴 비행장,네그릴,JM,NEG
네켐테 공항,네켐테,ET,NEK
넬리스 공군기지,라스베가스,US,LSV
넬슨 공항,넬슨,NZ,NSN
넬슨 라군 공항,넬슨 라군,US,NLG
넬슨 만델라 국제 공항,프라이아,CV,RAI
네마 공항,네마,MR,EMN
네미스카우 공항,네미스카우,CA,YNS
네옴 베이 공항,네옴베이,SA,NUM
네팔군지 공항,네팔군지,NP,KEP
네를레리트 이나트 공항,이토코르토르미우트,GL,CNP
네타지 수바스 찬드라 보스 국제공항,콜카타,IO,CCU
노이브란덴부르크 공항,노이브란덴부르크,DE,FNB
네브셰히르 카파도키아 공항,네브세히르,TR,NAV
뉴 아와즈 공항,아바즈,IR,n/a
뉴 베드퍼드 공항,베드포드,US,EWB
뉴 바이트 공항,뉴 바이트,BS,TBI
뉴브라운펠스 국립공항,브라운펠스,US,n/a
뉴 센추리 에어센터,올라세,US,JCI
신치토세 공항,삿포로,JP,CTS
뉴 에키티 공항,아도-에키티,NG,n/a
뉴 과다르 공항,과다르,PK,n/a
신이시가키 공항,이시가키,JP,ISG
뉴 리스본(몬티조) 공항,리스본,PT,n/a
뉴 마드리드 공항,마드리드,ES,n/a
뉴 멘타와이 공항,멘타와이 제도,ID,n/a
뉴 플리머스 공항,플리머스,NZ,NPL
뉴 스투야혹 공항,스투야호크,US,KNW
신다네가시마 공항,다네가시마,JP,TNE
뉴어크 리버티 국제공항,뉴어크,US,EWR
뉴캐슬 공항,뉴캐슬,GB,NCL
뉴캐슬 공항,뉴캐슬,ZA,NCS
뉴캐슬 공항,뉴캐슬,AU,NTL
뉴먼 공항,뉴먼,AU,ZNE
뉴포트 공항,뉴포트,US,ONP
뉴포트뉴스/윌리엄스버그 국제공항,뉴포트,US,PHF
뉴포트 스테이트 공항,뉴포트,US,NPT
뉴키 공항,뉴키,GB,NQY
뉴톡 공항,뉴톡,US,WWT
응갈라 비행장,응갈라,ZA,NGL
나운데레 공항,응가운데레,CM,NGE
응가리쿤샤 공항,스취안허,CN,NGQ
응글로람 공항,세푸,ID,CPF
응우라라이 국제공항,덴파사르발리,ID,DPS
나이아가라 폭포 국제 공항,나이아가라 폭포,US,IAG
니암터우구 국제공항,니암투구,TG,LRL
니아우 공항,니아우,PF,NIU
니스 코트다쥐르 공항,멋진,FR,NCE
니프티 공항,니프티 구리 광산,AU,NIF
나이트뮤트 공항,나이트뮤트,US,NME
니가타 공항,니가타,JP,KIJ
니콜라이 공항,니콜라이,US,NIB
니콜라예프스크 온 아무르 공항,니콜라예프스크-나-아무레,RU,NLI
니콜스키 비행장,니콜스키,US,IKO
니쿠나우 공항,니쿠나우,KI,NIG
님알레스 카마르그 세벤느 공항,NImes,FR,FNI
닝보 리서 국제공항,닝보,CN,NGB
닝랑 루구후 공항,닝랑,CN,NLH
니노이 아키노 국제공항,마닐라,PH,MNL
니시 콘스탄티누스 대왕 공항,니스,RS,INI
니우아포우 공항,니우아포우,TO,NFO
니우아토푸타푸 공항,니우아토푸타푸,TO,NTT
니우에 국제공항,니우에 섬,NU,IUE
니즈네안가르스크 공항,니즈네안가르스크,RU,n/a
니즈네바르토프스크 공항,니즈네바르톱스크,RU,NJC
니즈니 노브고로드 국제공항,니즈니 노브고로드,RU,GOJ
은좀베 공항,은좀베,TZ,JOM
은콜로 푸마 공항,콜로,#N/A,NKL
남디 아지키웨 국제공항,아부자,NG,ABV
노아탁 공항,노아탁,US,WTK
노갈레스 국제 공항,노갈레스,MX,NOG
노글리키 공항,노글리키,RU,NGK
노이바이 국제공항,하노이,#N/A,HAN
노이다 국제공항,델리,IO,DXN
놈 공항,놈,US,OME
논달튼 공항,논달톤,US,NNL
농캉 공항,농캉,#N/A,n/a
노노우티 공항,노누티,KI,NON
놉 골리앗 데카이 공항,야후키모,ID,DEX
노라 알리카치알루크 루벤 공항,폴라툭,CA,YPC
노르데니 비행장,노르데르네이,DE,NRD
노퍽 국제 공항,노퍽,US,ORF
노퍽 아일랜드 공항,노퍽 섬,NF,NLK
노먼 맨리 국제 공항,킹스턴,JM,KIN
노먼 웰스 공항,노먼 웰스,CA,YVQ
노먼턴 공항,노먼턴,AU,NTN
노르셰핑 공항,노르크핑,SE,NRK
노르섭 공항,노르섭,VU,NUS
노스배틀포드 공항,노스 배틀포드,CA,YQW
노스 베이/잭 갈랜드 공항,노스 베이,CA,YYB
노스 케이커스 공항,노스 카이코스,TC,NCA
노스 센트럴 웨스트 버지니아 공항,클락스버그,US,CKB
노스다코타 보우먼 카운티 공항,궁수,US,n/a
노스 엘레우테라 공항,노스 엘루테라,BS,ELH
노스 페리 공항,할리우드,US,HWO
노스플랫 지역공항,노스 플랫,US,LBF
노스 로날드세이 공항,노스 로널드세이,GB,NRL
북쪽 수상비행기 기지,비미니,BS,NSB
노스 스피릿 레이크 공항,노스 스피릿 호수,CA,YNO
노스 웨일 수상비행기 기지,고래 고개,US,WWP
노스이스트 플로리다 지역공항,세인트 어거스틴,US,UST
프레스크 아일 노던 메인 공항,프레스크 아일,US,PQI
노던 페닌슐라 공항,북부 반도,AU,ABM
노던 로키스 공항,포트 넬슨,CA,YYE
노스웨이 공항,노스웨이,US,ORT
노스웨스트 앨라배마 공항,머슬 숄스,US,MSL
노스웨스트 아칸소 공항,하이필,US,XNA
노스웨스트 플로리다 비치 국제공항,파나마 시티,US,ECP
노스웨스트 공항,테라스,CA,YXT
노르웨이 하우스 공항,노르웨이 하우스,CA,YNE
노리치 국제 공항,노리치,GB,NWI
노우드 메모리얼 공항,노우드,US,OWD
노사라 공항,노사라,CR,NOB
노샤르 공항,나우샤르,IR,NSH
노토 공항,와지마,JP,NTQ
노토덴 공항,노토덴,NO,NTB
노토하디네고로 공항,젬버,ID,JBB
누아디부 국제공항,누아디부,MR,NDB
누악쇼트 움툰시 국제공항,누악쇼트,MR,NKC
누메아 마젠타 공항,누메아,NC,GEA
누메라트 무프디 자카리아 공항,가르다이아,DZ,GHA
노비사드 공항,노비사드,RS,n/a
노보시비르스크 벨로쿠리하 공항,노보시비르스크,RU,n/a
노비 우렝고이 공항,노비 우렌고이,RU,NUX
노야브르스크 공항,노야브르스크,RU,NOJ
비쟈와와다 공항,비자야와다,IO,VGA
누에바 헤스페리데스 국제 공항,살토,UY,STY
누이크수트 공항,누이크수트,US,NUI
누쿠 히바 공항,누쿠 히바,PF,NHV
누쿠스 공항,누쿠스,UZ,NCU
누쿠타바케 공항,누쿠타바케,PF,NUK
누쿠테피피 공항,누쿠테피피,PF,NKP
눌라토 공항,눌라토,US,NUL
누나피추크 공항,누나피추크,US,NUP
누누칸 공항,누누칸,ID,NNX
뉘른베르크 공항,뉘른베르크,DE,NUE
누르술탄 나자르바예프 국제공항,아스타나,KZ,NQZ
누사투페 공항,기조,SB,GZO
누크 공항,누크,GL,GOH
냐간 공항,냐간,RU,NYA
니얄라 공항,니알라,SS,UYL
낭우 공항,바간/냥,MM,NYU
닝치 마인링 공항,닝치,CN,LZY
뉘르바 공항,뉴르바,RU,NYR
OR 탐보 국제공항,요하네스버그,ZA,JNB
오클랜드 카운티 국제 공항,폰티악,US,PTK
오클랜드 국제 공항,오클랜드,US,OAK
오반 공항,오반,GB,OBN
오반도 공항,푸에르토 이리다,CO,PDA
오베르파펜호펜 공항,오버파펜호펜,DE,OBF
오보 공항,오보,PG,OBX
오칼라 국제공항,오칼라,US,OCF
오션 폴스 수상 비행장,오션 폭포,CA,ZOF
오션 리프 클럽 공항,키 라르고,US,OCA
오션사이드 시립공항,오션사이드,US,n/a
오다테 노시로 공항,오다테노시로,JP,ONJ
오데사 국제 공항,오데사,UA,ODS
오디엔네 공항,오디엔,#N/A,KEO
오에쿠세 공항,오에쿠시,TL,OEC
오스만 사디크 공항,라부하,ID,LAH
오펏 공군기지,오마하,US,OFF
오푸 공항,오후 섬,AS,OFU
오그덴 힝클리 공항,오그든,US,OGD
오그덴스버그 국제 공항,오그덴스버그,US,OGS
오글 공항,조지타운,GY,OGL
오고키 유초 공항,오고키,CA,YOG
오헤어 국제공항,시카고,US,ORD
오하이오 주립대학교 공항,콜럼버스,US,OSU
